payment_id,invoice_id,payment_date,payment_amount,payment_method,payment_date_year,payment_date_month
Pay-886493,Inv-939886,2022-08-29,815104.0,Cheque,2022,8
Pay-566188,Inv-847916,2024-09-20,1399402.0,Upi,2024,9
Pay-124268,Inv-187203,2021-01-09,2759312.0,Credit Card,2021,1
Pay-241610,Inv-133586,2023-11-03,461842.0,Cheque,2023,11
Pay-591492,Inv-487080,2020-09-16,609998.74,Credit Card,2020,9
Pay-838761,Inv-777140,2021-06-08,101893.0,Upi,2021,6
Pay-116305,Inv-564530,2021-03-24,2645699.6,Upi,2021,3
Pay-626955,Inv-174288,2024-10-29,1840640.0,Cheque,2024,10
Pay-448314,Inv-489554,2019-01-11,6796.8,Credit Card,2019,1
Pay-347628,Inv-186305,2023-06-30,88274.56,Bank Transfer,2023,6
Pay-898215,Inv-448100,2023-03-03,2707946.0,Cheque,2023,3
Pay-789734,Inv-568301,2023-10-26,1592757.7,Cash,2023,10
Pay-267488,Inv-560175,2022-07-09,1449892.6,Credit Card,2022,7
Pay-453372,Inv-678575,2024-03-02,2404001.8,Cheque,2024,3
Pay-387424,Inv-917014,2023-10-28,2206624.01,Cash,2023,10
Pay-988729,Inv-689934,2023-08-19,3399078.81,Credit Card,2023,8
Pay-652283,Inv-689934,2023-10-06,480502.19,Cash,2023,10
Pay-761674,Inv-705766,2023-09-12,501488.9,Upi,2023,9
Pay-704408,Inv-635809,2020-10-15,1912054.2,Bank Transfer,2020,10
Pay-218420,Inv-918824,2024-09-26,48175.88,Upi,2024,9
Pay-535464,Inv-197480,2022-12-13,1057577.47,Cash,2022,12
Pay-170387,Inv-880269,2021-04-16,892481.04,Upi,2021,4
Pay-234207,Inv-880269,2021-05-16,490785.49,Credit Card,2021,5
Pay-565460,Inv-880269,2021-04-30,323244.07,Cheque,2021,4
Pay-446476,Inv-234629,2024-05-21,145024.0,Cheque,2024,5
Pay-418363,Inv-744079,2019-11-29,856264.0,Cash,2019,11
Pay-273972,Inv-217947,2019-05-03,482460.8,Credit Card,2019,5
Pay-160156,Inv-492960,2021-01-18,374252.09,Cash,2021,1
Pay-355302,Inv-134011,2021-06-15,32697.26,Bank Transfer,2021,6
Pay-424171,Inv-134011,2021-06-22,90459.48,Upi,2021,6
Pay-117990,Inv-134011,2021-07-27,142349.26,Cheque,2021,7
Pay-172580,Inv-965685,2021-12-06,1864310.4,Cheque,2021,12
Pay-773071,Inv-730284,2024-02-16,240416.98,Credit Card,2024,2
Pay-739155,Inv-730284,2024-01-07,2267992.96,Cash,2024,1
Pay-808144,Inv-730284,2024-02-10,980239.06,Cash,2024,2
Pay-344947,Inv-843094,2024-10-09,148208.0,Cheque,2024,10
Pay-298294,Inv-178768,2021-11-20,229425.11,Cash,2021,11
Pay-225692,Inv-178768,2021-12-17,131936.49,Upi,2021,12
Pay-113039,Inv-244312,2019-05-12,553076.26,Credit Card,2019,5
Pay-274858,Inv-244312,2019-04-26,854915.57,Bank Transfer,2019,4
Pay-133577,Inv-244312,2019-04-11,2755424.57,Upi,2019,4
Pay-975967,Inv-503393,2020-03-27,26069.49,Credit Card,2020,3
Pay-962807,Inv-503393,2020-03-22,221854.5,Credit Card,2020,3
Pay-553108,Inv-503393,2020-02-26,84682.01,Cash,2020,2
Pay-468175,Inv-320608,2023-05-18,1088073.0,Cheque,2023,5
Pay-633142,Inv-327891,2023-01-27,422787.94,Cash,2023,1
Pay-464931,Inv-327891,2023-03-15,265852.06,Cheque,2023,3
Pay-678057,Inv-134120,2021-08-05,102619.0,Upi,2021,8
Pay-599137,Inv-252653,2022-06-04,86016.0,Cheque,2022,6
Pay-482748,Inv-884716,2024-05-02,536364.0,Credit Card,2024,5
Pay-827866,Inv-967961,2019-02-12,3381891.8,Credit Card,2019,2
Pay-439504,Inv-975679,2023-06-02,174570.19,Cash,2023,6
Pay-266262,Inv-391273,2021-03-18,6334617.8,Credit Card,2021,3
Pay-848900,Inv-246574,2022-05-21,2610218.43,Cheque,2022,5
Pay-733888,Inv-934380,2022-08-01,3493943.0,Upi,2022,8
Pay-461283,Inv-252729,2020-05-20,15500.0,Bank Transfer,2020,5
Pay-416907,Inv-252729,2020-06-01,29172.0,Credit Card,2020,6
Pay-432970,Inv-418889,2023-10-18,3077969.6,Cheque,2023,10
Pay-374492,Inv-696475,2024-02-27,9628.8,Upi,2024,2
Pay-437973,Inv-843012,2021-11-13,2011471.2,Credit Card,2021,11
Pay-274085,Inv-603462,2024-09-22,931608.6,Upi,2024,9
Pay-199812,Inv-769116,2024-03-19,986708.4,Cash,2024,3
Pay-950962,Inv-667421,2024-01-03,3837422.8,Cash,2024,1
Pay-324354,Inv-865646,2024-06-06,2815737.6,Bank Transfer,2024,6
Pay-534518,Inv-663040,2024-06-02,4279133.0,Upi,2024,6
Pay-490311,Inv-147786,2020-03-15,113617.19,Cash,2020,3
Pay-282011,Inv-147786,2020-02-26,1596602.44,Cheque,2020,2
Pay-165008,Inv-147786,2020-02-27,41714.77,Bank Transfer,2020,2
Pay-755017,Inv-578207,2021-03-24,1389825.6,Cheque,2021,3
Pay-322825,Inv-955181,2019-09-02,909346.47,Upi,2019,9
Pay-280700,Inv-465222,2023-08-31,1234407.96,Upi,2023,8
Pay-429056,Inv-263167,2024-04-15,2960804.0,Upi,2024,4
Pay-598192,Inv-404110,2019-04-25,1593142.0,Cash,2019,4
Pay-259110,Inv-604777,2024-01-30,810681.91,Credit Card,2024,1
Pay-961125,Inv-609322,2022-12-08,1638361.0,Cheque,2022,12
Pay-342552,Inv-830382,2020-04-22,1036709.2,Bank Transfer,2020,4
Pay-899263,Inv-407699,2021-06-10,3035810.0,Cash,2021,6
Pay-241578,Inv-441669,2021-02-23,782234.3,Credit Card,2021,2
Pay-952063,Inv-441669,2021-03-20,2814452.32,Cash,2021,3
Pay-241928,Inv-441669,2021-03-15,483857.38,Bank Transfer,2021,3
Pay-405347,Inv-823451,2022-05-24,443745.39,Credit Card,2022,5
Pay-758490,Inv-146802,2022-02-13,2039138.13,Credit Card,2022,2
Pay-138737,Inv-146802,2022-02-09,1479620.67,Credit Card,2022,2
Pay-414633,Inv-144096,2024-02-12,582760.43,Cheque,2024,2
Pay-841380,Inv-899443,2023-12-16,654209.98,Upi,2023,12
Pay-697112,Inv-255655,2023-01-26,2599477.0,Bank Transfer,2023,1
Pay-345247,Inv-294018,2022-09-13,7375.0,Upi,2022,9
Pay-146218,Inv-839596,2020-10-06,55557.0,Credit Card,2020,10
Pay-202174,Inv-243225,2025-01-18,119871.1,Cash,2025,1
Pay-608651,Inv-336640,2021-03-11,35773.16,Upi,2021,3
Pay-939451,Inv-800864,2019-03-13,6157542.0,Cash,2019,3
Pay-325849,Inv-403025,2019-07-02,1535637.0,Upi,2019,7
Pay-667463,Inv-886916,2023-08-11,2450905.0,Upi,2023,8
Pay-457616,Inv-535048,2023-09-14,2380233.6,Bank Transfer,2023,9
Pay-875988,Inv-659324,2022-01-10,64952.65,Cash,2022,1
Pay-583279,Inv-659324,2022-02-03,337876.15,Credit Card,2022,2
Pay-401899,Inv-641753,2022-07-03,589919.09,Bank Transfer,2022,7
Pay-534974,Inv-114511,2020-05-13,5719013.6,Upi,2020,5
Pay-573874,Inv-951742,2022-12-28,2770652.0,Credit Card,2022,12
Pay-405223,Inv-241824,2020-03-31,757424.6,Upi,2020,3
Pay-961397,Inv-586938,2019-10-31,491498.35,Credit Card,2019,10
Pay-758460,Inv-116002,2024-09-06,429644.53,Cheque,2024,9
Pay-153533,Inv-870178,2023-07-03,2878720.0,Cheque,2023,7
Pay-347710,Inv-985206,2020-09-18,1371142.2,Bank Transfer,2020,9
Pay-200269,Inv-708034,2024-08-28,261716.97,Cash,2024,8
Pay-513995,Inv-708034,2024-09-03,217462.03,Credit Card,2024,9
Pay-724267,Inv-896573,2019-03-01,1022400.0,Cheque,2019,3
Pay-470553,Inv-696610,2024-03-25,2247050.6,Upi,2024,3
Pay-595990,Inv-779231,2019-05-21,1106498.8,Upi,2019,5
Pay-418159,Inv-932408,2021-05-24,2374910.0,Cash,2021,5
Pay-225891,Inv-559319,2022-05-08,1055831.0,Upi,2022,5
Pay-199656,Inv-617373,2022-03-13,946646.53,Upi,2022,3
Pay-664576,Inv-623220,2019-04-12,480275.0,Cash,2019,4
Pay-207457,Inv-481493,2019-12-02,447954.51,Cheque,2019,12
Pay-310359,Inv-676174,2024-03-18,4805164.2,Cheque,2024,3
Pay-649433,Inv-842477,2021-11-17,471884.2,Bank Transfer,2021,11
Pay-208271,Inv-173719,2022-12-07,2675091.84,Cheque,2022,12
Pay-831430,Inv-173719,2022-11-11,2339068.76,Cheque,2022,11
Pay-417915,Inv-466577,2019-05-07,1605032.4,Credit Card,2019,5
Pay-875045,Inv-221229,2023-03-02,13292.88,Credit Card,2023,3
Pay-703459,Inv-371273,2020-05-14,1447819.0,Cheque,2020,5
Pay-442499,Inv-854103,2020-11-22,1166080.0,Cheque,2020,11
Pay-152376,Inv-632936,2023-11-15,3085330.6,Bank Transfer,2023,11
Pay-227206,Inv-269058,2022-01-22,547871.8,Bank Transfer,2022,1
Pay-254445,Inv-508896,2021-04-28,554304.01,Upi,2021,4
Pay-681207,Inv-292131,2022-09-14,3225691.0,Cheque,2022,9
Pay-133645,Inv-572382,2021-04-20,2273057.0,Credit Card,2021,4
Pay-486966,Inv-605946,2023-01-08,1470790.69,Bank Transfer,2023,1
Pay-215559,Inv-390143,2019-07-14,82393.44,Upi,2019,7
Pay-929797,Inv-390143,2019-07-12,1762706.96,Cheque,2019,7
Pay-945438,Inv-275224,2022-08-04,5881743.65,Cheque,2022,8
Pay-360128,Inv-790650,2023-10-16,2781467.0,Upi,2023,10
Pay-984413,Inv-410209,2019-11-25,1339860.0,Bank Transfer,2019,11
Pay-289169,Inv-223395,2021-11-28,1129733.0,Cash,2021,11
Pay-184441,Inv-757729,2023-08-17,489424.0,Bank Transfer,2023,8
Pay-284567,Inv-272490,2022-05-13,50498.98,Bank Transfer,2022,5
Pay-966115,Inv-272490,2022-06-17,1116.21,Cash,2022,6
Pay-491486,Inv-272490,2022-06-07,241530.82,Upi,2022,6
Pay-529808,Inv-140048,2022-04-14,130525.0,Cash,2022,4
Pay-760478,Inv-336223,2025-02-28,1455352.0,Upi,2025,2
Pay-924848,Inv-339379,2020-08-28,215175.71,Cash,2020,8
Pay-874756,Inv-339379,2020-07-25,215963.85,Cheque,2020,7
Pay-889633,Inv-339379,2020-07-16,61171.44,Upi,2020,7
Pay-891480,Inv-613708,2025-01-25,1372976.0,Bank Transfer,2025,1
Pay-615119,Inv-398999,2022-03-19,747041.16,Cheque,2022,3
Pay-760632,Inv-398999,2022-01-31,435687.24,Cheque,2022,1
Pay-545311,Inv-638649,2022-02-01,581925.8,Bank Transfer,2022,2
Pay-723174,Inv-502434,2021-12-26,2314683.0,Bank Transfer,2021,12
Pay-842008,Inv-756447,2023-07-04,984179.0,Bank Transfer,2023,7
Pay-990709,Inv-829265,2020-04-25,1055236.8,Cheque,2020,4
Pay-503431,Inv-859680,2020-04-26,879029.2,Credit Card,2020,4
Pay-833775,Inv-859262,2021-12-03,1552750.8,Cash,2021,12
Pay-921195,Inv-328370,2022-03-04,847946.72,Cheque,2022,3
Pay-845687,Inv-591857,2024-01-17,1819895.0,Cash,2024,1
Pay-778801,Inv-866507,2020-08-30,5753.79,Credit Card,2020,8
Pay-448429,Inv-866507,2020-07-21,77400.32,Upi,2020,7
Pay-885028,Inv-866507,2020-07-26,56541.89,Upi,2020,7
Pay-341371,Inv-695723,2020-12-10,202560.0,Bank Transfer,2020,12
Pay-462092,Inv-189495,2024-05-21,3322313.0,Credit Card,2024,5
Pay-523585,Inv-244114,2019-12-19,272180.0,Bank Transfer,2019,12
Pay-890539,Inv-634056,2020-08-19,519057.0,Cheque,2020,8
Pay-586727,Inv-918617,2022-11-06,600801.01,Cheque,2022,11
Pay-181183,Inv-918617,2022-12-23,403587.54,Credit Card,2022,12
Pay-510374,Inv-918617,2022-11-02,44683.45,Cash,2022,11
Pay-691077,Inv-850167,2023-03-25,214638.2,Cheque,2023,3
Pay-613852,Inv-179233,2020-05-30,1089666.0,Credit Card,2020,5
Pay-435005,Inv-220113,2023-09-09,875568.0,Credit Card,2023,9
Pay-453524,Inv-840969,2022-05-17,1110375.0,Bank Transfer,2022,5
Pay-806200,Inv-109705,2024-04-26,32505.05,Cheque,2024,4
Pay-124890,Inv-966996,2024-09-15,594073.0,Bank Transfer,2024,9
Pay-223681,Inv-732878,2020-04-12,1561866.3,Bank Transfer,2020,4
Pay-711998,Inv-445446,2021-04-16,1506586.0,Upi,2021,4
Pay-501616,Inv-406033,2022-09-09,2052787.4,Upi,2022,9
Pay-177640,Inv-280167,2023-09-19,1194549.4,Cash,2023,9
Pay-414886,Inv-674363,2019-09-13,287597.41,Bank Transfer,2019,9
Pay-271666,Inv-674363,2019-10-07,284050.39,Cheque,2019,10
Pay-530045,Inv-718427,2019-03-06,172681.2,Credit Card,2019,3
Pay-513080,Inv-530748,2024-06-14,3205911.0,Credit Card,2024,6
Pay-889265,Inv-692519,2023-12-13,160877.05,Cash,2023,12
Pay-848885,Inv-692519,2023-12-13,52757.92,Credit Card,2023,12
Pay-290273,Inv-692519,2023-12-21,17789.03,Cheque,2023,12
Pay-821804,Inv-935729,2024-02-29,23680.15,Bank Transfer,2024,2
Pay-298262,Inv-935729,2024-02-27,407707.49,Credit Card,2024,2
Pay-740137,Inv-935729,2024-03-06,221978.76,Cash,2024,3
Pay-409599,Inv-772469,2021-04-07,373613.45,Cash,2021,4
Pay-290808,Inv-257067,2019-06-17,722994.76,Credit Card,2019,6
Pay-696226,Inv-967321,2024-09-21,2433748.8,Upi,2024,9
Pay-712432,Inv-515003,2024-12-31,2797852.0,Credit Card,2024,12
Pay-977441,Inv-593025,2023-02-14,384355.99,Bank Transfer,2023,2
Pay-143509,Inv-497470,2023-11-06,1793804.0,Credit Card,2023,11
Pay-230002,Inv-434384,2019-07-18,3361470.8,Cheque,2019,7
Pay-656720,Inv-345730,2024-03-24,702639.33,Bank Transfer,2024,3
Pay-870583,Inv-102176,2022-06-04,2361164.0,Cheque,2022,6
Pay-383846,Inv-405708,2022-09-10,2446677.8,Cash,2022,9
Pay-452169,Inv-579828,2022-02-04,2467216.15,Credit Card,2022,2
Pay-518877,Inv-579828,2022-01-30,226101.45,Credit Card,2022,1
Pay-326239,Inv-195503,2022-04-08,763554.8,Upi,2022,4
Pay-245596,Inv-365076,2021-02-17,26143.9,Cheque,2021,2
Pay-283354,Inv-365076,2021-02-13,219054.25,Credit Card,2021,2
Pay-233510,Inv-365076,2021-02-24,286602.05,Upi,2021,2
Pay-762781,Inv-428711,2024-10-22,1676560.54,Credit Card,2024,10
Pay-852382,Inv-360985,2021-04-05,467168.83,Upi,2021,4
Pay-907200,Inv-360985,2021-03-28,1747290.97,Cheque,2021,3
Pay-539199,Inv-629857,2021-06-19,3595562.6,Bank Transfer,2021,6
Pay-988564,Inv-618117,2022-02-02,382665.4,Cash,2022,2
Pay-951609,Inv-199576,2020-02-18,3361923.4,Upi,2020,2
Pay-776029,Inv-884172,2023-12-21,14494.62,Cash,2023,12
Pay-724055,Inv-884172,2023-11-30,189163.38,Cheque,2023,11
Pay-116435,Inv-194905,2022-10-31,5680.33,Bank Transfer,2022,10
Pay-335046,Inv-194905,2022-10-01,1626918.87,Upi,2022,10
Pay-971723,Inv-692939,2020-09-02,10014.43,Upi,2020,9
Pay-927414,Inv-692939,2020-08-12,503393.57,Bank Transfer,2020,8
Pay-364299,Inv-365832,2021-08-31,859725.96,Bank Transfer,2021,8
Pay-759717,Inv-505082,2019-08-18,750370.0,Upi,2019,8
Pay-241956,Inv-906765,2020-09-24,3091411.0,Cash,2020,9
Pay-625255,Inv-244173,2023-09-25,125678.73,Cash,2023,9
Pay-853719,Inv-244173,2023-10-13,1323176.27,Credit Card,2023,10
Pay-244097,Inv-546617,2019-12-29,1652204.8,Credit Card,2019,12
Pay-210170,Inv-125877,2023-02-22,9274.91,Cash,2023,2
Pay-445008,Inv-491052,2023-08-23,27671.0,Cheque,2023,8
Pay-548638,Inv-581418,2023-11-15,467132.0,Upi,2023,11
Pay-954944,Inv-885508,2022-02-04,273059.8,Bank Transfer,2022,2
Pay-408124,Inv-492298,2024-01-08,561409.6,Cash,2024,1
Pay-153475,Inv-203168,2020-11-10,139687.99,Cheque,2020,11
Pay-846784,Inv-203168,2020-11-26,124152.01,Credit Card,2020,11
Pay-731560,Inv-414608,2022-06-05,2748373.66,Credit Card,2022,6
Pay-395895,Inv-414608,2022-07-20,55236.83,Credit Card,2022,7
Pay-763330,Inv-414608,2022-06-16,391719.91,Cash,2022,6
Pay-526570,Inv-388666,2021-07-25,3925748.6,Cash,2021,7
Pay-343769,Inv-562659,2023-11-14,5779106.07,Upi,2023,11
Pay-933567,Inv-562659,2023-12-05,1590599.53,Credit Card,2023,12
Pay-332592,Inv-547990,2020-02-17,20650.0,Bank Transfer,2020,2
Pay-636188,Inv-458889,2024-06-25,356130.4,Cash,2024,6
Pay-629750,Inv-703084,2022-02-16,649000.0,Credit Card,2022,2
Pay-653902,Inv-464250,2020-10-30,1604403.91,Credit Card,2020,10
Pay-947332,Inv-505331,2022-05-26,451582.12,Credit Card,2022,5
Pay-359570,Inv-974974,2021-05-08,53669.7,Cash,2021,5
Pay-208455,Inv-397748,2023-03-31,1124956.0,Bank Transfer,2023,3
Pay-759519,Inv-791057,2021-02-09,2154689.4,Cheque,2021,2
Pay-351009,Inv-910665,2021-09-10,1650653.34,Cheque,2021,9
Pay-265328,Inv-910665,2021-09-01,152440.06,Cheque,2021,9
Pay-128077,Inv-972703,2021-09-07,1082227.0,Cheque,2021,9
Pay-868073,Inv-302646,2024-05-30,1239744.0,Bank Transfer,2024,5
Pay-389510,Inv-488899,2019-09-12,2839451.84,Credit Card,2019,9
Pay-732924,Inv-488899,2019-09-21,1820675.76,Bank Transfer,2019,9
Pay-648614,Inv-326629,2022-11-17,1923821.15,Credit Card,2022,11
Pay-699427,Inv-370052,2020-09-05,941244.4,Cash,2020,9
Pay-432455,Inv-828226,2023-08-24,169954.5,Upi,2023,8
Pay-797903,Inv-107079,2022-06-23,520657.0,Cheque,2022,6
Pay-832735,Inv-364618,2021-12-15,2030720.0,Credit Card,2021,12
Pay-989128,Inv-608771,2020-08-14,19011.77,Credit Card,2020,8
Pay-975574,Inv-608771,2020-09-08,259059.23,Cheque,2020,9
Pay-299927,Inv-646739,2021-04-16,1307547.4,Credit Card,2021,4
Pay-444416,Inv-312857,2024-07-08,948096.0,Credit Card,2024,7
Pay-153000,Inv-896305,2020-10-19,1823108.2,Cash,2020,10
Pay-937078,Inv-839122,2020-11-06,1732719.68,Credit Card,2020,11
Pay-559796,Inv-729216,2024-12-18,5497597.0,Upi,2024,12
Pay-479796,Inv-850022,2019-04-16,34351.01,Credit Card,2019,4
Pay-587646,Inv-850022,2019-04-11,171152.99,Bank Transfer,2019,4
Pay-290449,Inv-141356,2022-02-06,1372992.0,Upi,2022,2
Pay-113014,Inv-201427,2021-11-29,786136.42,Credit Card,2021,11
Pay-137098,Inv-202738,2022-04-03,1256757.0,Cash,2022,4
Pay-369132,Inv-799056,2025-01-10,721016.64,Bank Transfer,2025,1
Pay-140399,Inv-196271,2019-09-08,1684919.8,Cheque,2019,9
Pay-874153,Inv-585853,2021-09-28,14303.78,Cheque,2021,9
Pay-886401,Inv-585853,2021-08-12,50379.09,Bank Transfer,2021,8
Pay-825906,Inv-585853,2021-08-12,132160.33,Credit Card,2021,8
Pay-184050,Inv-122412,2021-09-01,264324.44,Credit Card,2021,9
Pay-130115,Inv-673363,2020-07-05,4529594.2,Upi,2020,7
Pay-566750,Inv-999135,2020-06-06,707517.58,Credit Card,2020,6
Pay-445803,Inv-124251,2024-02-11,51495.2,Upi,2024,2
Pay-734724,Inv-217038,2019-08-22,614089.46,Cash,2019,8
Pay-932778,Inv-910078,2024-07-02,1005476.0,Cheque,2024,7
Pay-182127,Inv-430185,2021-07-04,103880.87,Bank Transfer,2021,7
Pay-268751,Inv-929508,2021-07-23,1742349.0,Cash,2021,7
Pay-855630,Inv-954672,2020-08-15,134016.0,Bank Transfer,2020,8
Pay-416090,Inv-996401,2024-06-03,3792397.62,Cash,2024,6
Pay-121949,Inv-802766,2024-01-17,1099778.93,Cheque,2024,1
Pay-928526,Inv-802766,2024-02-13,381693.07,Bank Transfer,2024,2
Pay-920796,Inv-586915,2024-01-12,1528998.8,Cheque,2024,1
Pay-324453,Inv-618605,2021-07-10,2284110.4,Credit Card,2021,7
Pay-266293,Inv-860434,2021-06-24,16576.0,Credit Card,2021,6
Pay-669453,Inv-400282,2020-11-26,218756.37,Upi,2020,11
Pay-659330,Inv-400282,2020-10-25,183291.63,Credit Card,2020,10
Pay-267683,Inv-708225,2019-04-30,2389937.2,Bank Transfer,2019,4
Pay-718589,Inv-205373,2023-09-05,2981779.0,Credit Card,2023,9
Pay-526084,Inv-745921,2021-05-28,2338236.0,Cash,2021,5
Pay-322663,Inv-534976,2019-05-09,2612870.74,Upi,2019,5
Pay-610014,Inv-368195,2023-12-17,188379.94,Upi,2023,12
Pay-195842,Inv-368195,2023-11-07,372338.06,Bank Transfer,2023,11
Pay-575365,Inv-667205,2024-02-24,36273.15,Bank Transfer,2024,2
Pay-774294,Inv-240380,2020-05-20,1734600.7,Upi,2020,5
Pay-460509,Inv-240380,2020-06-20,260132.1,Bank Transfer,2020,6
Pay-667698,Inv-701475,2024-09-09,2846390.14,Bank Transfer,2024,9
Pay-977401,Inv-862786,2019-04-17,105355.64,Cheque,2019,4
Pay-391988,Inv-862786,2019-04-24,24331.41,Credit Card,2019,4
Pay-698677,Inv-862786,2019-03-19,541924.55,Bank Transfer,2019,3
Pay-363640,Inv-276781,2024-05-12,346173.0,Credit Card,2024,5
Pay-992273,Inv-652386,2024-01-29,55333.6,Bank Transfer,2024,1
Pay-661430,Inv-378586,2021-07-04,3490168.0,Cash,2021,7
Pay-629442,Inv-801759,2022-07-22,428117.97,Upi,2022,7
Pay-578160,Inv-801759,2022-08-15,197197.57,Bank Transfer,2022,8
Pay-556165,Inv-801759,2022-07-20,53606.06,Cash,2022,7
Pay-324594,Inv-274878,2023-09-13,1440332.8,Upi,2023,9
Pay-871611,Inv-979547,2023-06-01,32509.0,Credit Card,2023,6
Pay-864122,Inv-836537,2021-03-10,28166.6,Cash,2021,3
Pay-314508,Inv-806475,2019-11-14,1805570.6,Credit Card,2019,11
Pay-898545,Inv-848337,2020-06-24,2667221.0,Bank Transfer,2020,6
Pay-963791,Inv-862683,2022-05-23,285593.0,Cheque,2022,5
Pay-286933,Inv-908567,2024-09-13,868903.6,Cash,2024,9
Pay-124334,Inv-489444,2020-01-12,2700683.0,Cash,2020,1
Pay-138533,Inv-853178,2022-03-14,560036.2,Cash,2022,3
Pay-346685,Inv-247136,2023-01-26,2416735.6,Bank Transfer,2023,1
Pay-683075,Inv-830663,2019-09-29,203776.0,Credit Card,2019,9
Pay-806294,Inv-799655,2019-06-14,51920.0,Bank Transfer,2019,6
Pay-476849,Inv-567527,2021-11-18,3140800.0,Cash,2021,11
Pay-518635,Inv-490045,2020-01-11,232064.0,Credit Card,2020,1
Pay-739572,Inv-587098,2021-09-23,1157046.0,Bank Transfer,2021,9
Pay-820780,Inv-897427,2022-08-15,80513.06,Bank Transfer,2022,8
Pay-150756,Inv-897427,2022-07-16,8045.94,Upi,2022,7
Pay-413704,Inv-938754,2024-05-15,105362.85,Credit Card,2024,5
Pay-923723,Inv-287352,2023-11-14,3594833.59,Cash,2023,11
Pay-385301,Inv-532250,2019-05-09,1765360.8,Credit Card,2019,5
Pay-591603,Inv-288446,2022-08-05,2164498.71,Upi,2022,8
Pay-953964,Inv-288446,2022-08-05,1209203.82,Cash,2022,8
Pay-302493,Inv-288446,2022-10-01,1396995.87,Cheque,2022,10
Pay-671155,Inv-550144,2023-07-27,911153.0,Cash,2023,7
Pay-735412,Inv-730180,2024-03-15,84905.55,Upi,2024,3
Pay-661461,Inv-730180,2024-02-23,143099.99,Credit Card,2024,2
Pay-192532,Inv-730180,2024-03-06,303617.65,Cash,2024,3
Pay-919794,Inv-488191,2024-10-18,1002431.2,Bank Transfer,2024,10
Pay-174009,Inv-705430,2021-02-15,281728.0,Cheque,2021,2
Pay-657642,Inv-232975,2022-05-05,57690.38,Upi,2022,5
Pay-591672,Inv-939039,2019-05-15,3180161.2,Cheque,2019,5
Pay-518913,Inv-742380,2019-08-03,121094.0,Upi,2019,8
Pay-259343,Inv-679912,2021-02-21,420119.0,Upi,2021,2
Pay-211067,Inv-236283,2025-01-22,2504292.8,Upi,2025,1
Pay-212679,Inv-811680,2019-05-26,3332135.4,Upi,2019,5
Pay-972821,Inv-748987,2024-10-28,2123306.6,Credit Card,2024,10
Pay-815344,Inv-254715,2020-05-15,277015.34,Cash,2020,5
Pay-640962,Inv-146441,2019-03-20,768334.0,Cash,2019,3
Pay-602536,Inv-116357,2023-07-05,1710997.8,Cash,2023,7
Pay-247340,Inv-356405,2019-03-24,1805256.58,Cheque,2019,3
Pay-649651,Inv-356405,2019-03-03,1060594.62,Upi,2019,3
Pay-333470,Inv-950873,2023-03-25,582190.0,Upi,2023,3
Pay-646763,Inv-710592,2023-02-07,3474937.8,Bank Transfer,2023,2
Pay-640691,Inv-112465,2020-01-14,2053.2,Bank Transfer,2020,1
Pay-598682,Inv-752100,2019-12-27,1114670.92,Credit Card,2019,12
Pay-145390,Inv-904180,2021-02-21,688147.08,Bank Transfer,2021,2
Pay-671560,Inv-969181,2019-10-19,634593.0,Upi,2019,10
Pay-126318,Inv-110428,2024-12-17,3257753.4,Cash,2024,12
Pay-605487,Inv-378049,2021-08-25,2221717.85,Upi,2021,8
Pay-325140,Inv-874607,2020-02-26,472057.0,Cash,2020,2
Pay-932672,Inv-925773,2023-10-03,1681.16,Cash,2023,10
Pay-727633,Inv-191939,2025-02-05,1100449.2,Bank Transfer,2025,2
Pay-477694,Inv-441960,2020-12-24,2861.14,Cheque,2020,12
Pay-790764,Inv-441960,2021-01-05,560.86,Credit Card,2021,1
Pay-256678,Inv-678588,2019-07-07,529920.0,Cheque,2019,7
Pay-712823,Inv-184666,2023-03-10,702881.8,Cash,2023,3
Pay-937934,Inv-591281,2021-12-29,1389156.0,Cheque,2021,12
Pay-404039,Inv-237270,2023-07-07,511228.38,Cheque,2023,7
Pay-315241,Inv-351339,2023-07-25,1407758.4,Upi,2023,7
Pay-119755,Inv-403451,2021-03-21,1042062.0,Cheque,2021,3
Pay-767634,Inv-911863,2019-06-10,1487431.2,Upi,2019,6
Pay-265932,Inv-488946,2019-11-26,843800.2,Credit Card,2019,11
Pay-184944,Inv-257165,2022-10-20,194924.2,Bank Transfer,2022,10
Pay-793139,Inv-671789,2023-03-12,2709869.8,Bank Transfer,2023,3
Pay-418271,Inv-993329,2019-11-22,3662922.2,Bank Transfer,2019,11
Pay-866224,Inv-307276,2024-08-31,1992728.4,Upi,2024,8
Pay-502458,Inv-551821,2020-11-27,1618996.0,Upi,2020,11
Pay-557504,Inv-391861,2019-05-31,831725.4,Upi,2019,5
Pay-132250,Inv-845357,2023-07-31,89261.35,Upi,2023,7
Pay-516802,Inv-506725,2020-09-22,469076.6,Upi,2020,9
Pay-614606,Inv-949166,2020-06-01,2657724.0,Cheque,2020,6
Pay-893365,Inv-896884,2023-12-31,3276154.2,Cheque,2023,12
Pay-862423,Inv-599620,2021-04-12,1709150.4,Cash,2021,4
Pay-398133,Inv-223492,2024-04-17,2894739.0,Cheque,2024,4
Pay-972547,Inv-361541,2019-11-03,1566033.2,Cheque,2019,11
Pay-778983,Inv-625934,2023-04-27,933469.4,Upi,2023,4
